Total_position,Total_company,Salary_per_month
经理助理/秘书,万有新媒（北京）信息科技有限公司,4500.0
网络主播,品牌联盟（北京）咨询股份公司,10000.0
系统工程师,北京皓智顺然传媒广告有限公司,4500.0
记者,北京喂呦科技有限公司,4500.0
瓜藕网-区域负责人,北京盟享加信息技术有限公司,3300.0
电话销售经理,北京鸿安娱辉文化传播有限公司,10000.0
央视媒体销售代表,北京两醒文化传播有限责任公司,6000.0
电话销售（可实习）,北京大医通文化传媒有限公司,6000.0
分拣员,北京微播易科技股份有限公司,2200.0
公共艺术设计师,德比力（北京）广告有限公司,3000.0
实习生,万恒鼎利（北京）国际文化发展有限...,6000.0
绘画设计师,汇圣正华（北京）信息咨询有限公司,3000.0
业务代表,北京燕清联合文化产业发展中心,3000.0
人事助理,北京启承东方文化艺术有限责任公司,5000.0
发行助理,北京建贸永信玻璃实业有限责任公司,4000.0
"Editorial Assistant, Social Sciences",北京石乐皓风文化传播有限公司,10000.0
教务管理,北京梦方程数码科技有限公司,4500.0
客服专员,北京科技报社,4000.0
销售VP,南充市乘着风广告有限公司,6000.0
办公室助理,北京华泰星娱文化传媒有限公司,6000.0
市场助理,国博经纬（北京）文化传播有限公司,15000.0
《中国医院院长》杂志 创新中心 项目专员,北京源石智影科技有限公司,4000.0
用户运营助理,北京国华卓越文化发展有限公司,3000.0
实习生,北京设一不二城市规划设计院,1500.0
送货司机,解放军报,2200.0
编辑,大智影像（北京）文化传播有限公司,3000.0
短期劳务人员-修图排版,北京市麦道百清文化艺术中心,3000.0
检票员,北京迪美策方市场咨询有限公司,3000.0
管理培训生/运营助理,北京京师文森图书有限公司,3000.0
房地产渠道专员,麦克米伦信息咨询服务（上海）有限...,6000.0
网络优化专员,工信领军（北京）科技有限公司,4000.0
资深设计,北京盛名远扬文化传媒有限公司,3500.0
展会电话销售,东方IC,30000.0
电话销售,北京无问西东文化传媒有限公司,6000.0
销售培训生,北京中视百问投资咨询有限公司,4500.0
销售代表,卓信医学传媒集团,4500.0
招聘实习生,北京优聚视微传媒科技有限公司,4500.0
目的地市场分析/助理,北京乐正文化传播有限公司,2200.0
书画玉器钱币等收藏品客服6000+,北京悦图网信息科技有限公司,4500.0
销售代表,公司名,0
四千五招聘普工,金融时代网,3500.0
内容运营实习生,北京天禄琳琅科技发展有限责任公司,2200.0
商务助理,百誉朗克影业（北京）有限公司,3000.0
实习生,北京锋戈文化传媒有限公司,5000.0
媒体监测实习生,北京恒益九州网络科技股份有限公司,6000.0
商务经理,北京途睿文化传播有限公司,8000.0
网站视频编辑,沈阳子丹丹广告有限公司,3000.0
Designer Intern,北京万程文化科技有限公司,4000.0
实习编辑,北京中绿园林科学研究院,3000.0
帮厨,华铁传媒集团有限公司,4000.0
招聘礼仪、模特，全职均可,北京华文翰景图书有限公司,3000.0
实习生-海棠学院,大地文化传播集团,3000.0
转播部实习生,小村清溪文化旅游发展（上海）有限...,5000.0
电话销售,北京博隆鸿浩国际文化传媒有限公司,5000.0
前台,北京佰锐博雅展览展示有限公司,3500.0
栏目组实习生,北京北方天地影视文化有限公司,4500.0
广告销售,北京博圣云峰信息咨询有限公司,2000.0
汽车人传媒招聘新媒体美编,北京嘉尚开元文化发展有限公司,4000.0
文员,北京三浪文化传媒有限公司,2000.0
纪录片销售,美速通商务咨询(上海)有限公司北京...,3300.0
项目执行（公关活动）,北京胜飞越科教技术开发有限公司,4500.0
央视节目业务专员,国政华闻文化传媒（北京）有限公司,5000.0
新媒体实习生,里贝拉（上海）商务咨询有限公司,2000.0
广告销售实习生,北京千年文化传播有限公司,3000.0
实习生长期/***,北京信游星空文化传媒股份有限公司,2500.0
签约艺人/新晋练习生（免费培训）,北京大伟文化传媒有限公司,8000.0
客户代表/急聘,央视国际网络有限公司,0
市场助理-实习岗,北京锐驰思创影视文化有限公司,2000.0
字幕员,北京金鼎晨文化发展有限公司,3000.0
活动策划实习生,中博星展（北京）文化传播有限公司,4500.0
灯光师（可带学徒）,北京华视沃土文化传媒有限公司,1500.0
国际市场助理实习生（泰语）,北京众盟在线广告有限公司,4000.0
助理3d设计师,北京青青艺盛文化传媒有限公司,6000.0
大客户执行,北京美亚联合体育文化发展有限公司,4500.0
数据编辑,中视民生（北京）国际传媒中心,10000.0
人事行政助理/前台,北京美嘉易享体育文化发展有限公司,4500.0
编辑,亚澳文化传媒(北京）有限责任公司,15000.0
韩语行政助理,飞扬博远（北京）公关顾问有限公司,2200.0
实习生（体育赛事、媒体运营、行政）,北京东方情缘广告有限公司,2000.0
财务助理,北京迪思凯睿广告有限公司,2000.0
Digital PR intern,广州中影仓影视科技有限公司,3000.0
国画系美术助手,北京天天发发广告传媒有限公司,3000.0
平面设计师视频剪辑,北京易讯理想科技有限公司,2640.0
Creative team Intern 设计部实习生,北京正通亿和文化艺术交流有限公司,2000.0
销售代表,浙江淘时信息科技有限公司,4500.0
市场合作,北京贺氏天翔文化股份有限公司,3000.0
文字编辑,励展博览集团,4400.0
新媒体实习生,北京艺博汉通文化发展有限公司,3000.0
展会项目经理助理,北京艾德思奇科技有限公司,6000.0
责任编辑,北京艺恩世纪数据科技股份有限公司,2640.0
HR实习生-招聘方向,公司名,0
网站编辑,天极传媒,2640.0
网络编辑,北京星空乐秀文化发展有限公司,2000.0
摄影助理,北京勤嘉文化传媒有限公司,3000.0
郑云工作室诚聘影视商务专员,北京领驭国际文化传媒有限公司,2200.0
电话销售,大景文化（北京）有限公司,3000.0
发行专员,凯旋先驱公共关系顾问（上海）有限...,2200.0
公关传播经理,北京中港文化产业有限公司,4500.0
翻译实习生,北京高速时代国际文化发展有限公司,5000.0
二维动画师,上海扬特品牌识别咨询有限公司,2200.0
平面设计,北京磨铁图书有限公司,3500.0
网络主播,中教全媒体(北京)文化传媒有限公司,5000.0
销售专员,格言杂志社,6000.0
娱乐文职（实习生）,凯旋先驱公共关系顾问（上海）有限...,2200.0
实习生,西麦克国际展览有限责任公司,2000.0
人事行政助理,北京金色岁月文化传媒有限公司,6000.0
人事行政实习生,北京星火映像文化传媒有限公司,2000.0
模特招募,筹融（北京）科技有限公司,3000.0
助理/秘书,北京中豪华艺文化传媒有限公司,3000.0
美术老师,嘉豪投资集团,3000.0
高级课程顾问,北京郑云文化传媒工作室,3000.0
专利文献出版,北京诺金资产管理有限公司,8000.0
金融投资顾问,北京嘉裕金逸国际电影城有限公司,4500.0
区域销售经理,天下至正公关顾问（北京）有限公司,8000.0
艺人统筹专员,北京博易诺信息咨询有限责任公司,2200.0
时尚杂志日文实习生,北京联合创新光电设备有限公司,4500.0
策划/文案,星韧兴尘广告有限公司,4000.0
新媒体编辑——IT经理世界,北京夏梦文化传媒有限公司,10000.0
公众号运营实习生,普瑞沃克(北京)科技发展有限公司,4000.0
媒资编辑（实习生）,上海科翼文化传播有限公司,1500.0
网络主播,北京飞鱼科技有限公司,2000.0
人力资源实习生,墨鱼（北京）影视传媒有限公司,4000.0
中文编辑,北京艾迪普文化传媒有限公司,0
售前客服/售后客服/淘宝客服/电话客服,北京龙族影业有限公司,10000.0
出纳员,北京电通广告有限公司,4500.0
平面设计师,北京一书阁文化传播有限公司,6000.0
新媒体招聘节,北京优贝思特教育科技有限公司,8000.0
实习生（电影宣传/艺人宣传）,知识产权出版社有限责任公司,4000.0
二维动画师（实习）,中孚财富（北京）投资管理有限公司,4000.0
销售助理,北京润星国际文化传媒有限责任公司,15000.0
排版设计 美编,央广传媒发展总公司广告分公司,8000.0
包装实习生,北京《瑞丽》杂志社,0
销售代表,北京慧谷家族文化传媒有限公司,3000.0
医药专业审核,中国计算机世界出版服务公司,2000.0
赛事助理,嘉田文化发展（天津）有限公司,4000.0
管培生,四开花园网络科技（天津）有限公司...,2000.0
招平面设计实习生 学徒,北京热度文化传媒有限公司,10000.0
工业设计师，产品设计师,北京拉近互动传媒科技有限公司,2000.0
临床协调员,《风景园林》杂志社,5000.0
销售客服,上海百倍丰朴科技有限公司,5500.0
喷绘印刷工,中盛飞扬影视传媒有限公司,3000.0
新媒体设计,公司名,0
企划助理,北京烁石星空文化传播有限公司,6000.0
实习生（简报制作员）,上海看榜信息科技有限公司,8000.0
市场部实习生,北京光线传媒股份有限公司,2200.0
广告实习生,北京墨者文化传播有限公司,4000.0
书籍装帧设计师,社会科学文献出版社,4500.0
出纳行政,北京恒晟国际文化传播有限公司,3000.0
舞美设计师,北京深井冰文化传播有限责任公司,2000.0
AE客服,北京清美文博国际文化科技有限公司,6000.0
会议营销专员,育霆文化传播（北京）有限公司,6000.0
图书销售,北京亚佰天辰文化传播有限公司,1500.0
管培生,北京世纪龙文品牌管理股份有限公司,6000.0
运维工程师,北京洪雨卓越图文设计中心,2000.0
电话销售,永康市杰创工业产品设计有限公司,3000.0
（秀场直播）直播运营实习生,北京翰博瑞强医药信息咨询有限公司,4500.0
广告营销经理 客户经理,北京优替服装顾问有限责任公司,8333.333333333334
设计专业实习生,华创融盛展示（北京）有限公司,5000.0
展会推广,沃奇公关顾问（北京）有限公司,3000.0
人力资源实习生,永稻星（北京）文化娱乐有限公司,5000.0
轮转印刷机储备机长（建宏印刷））,北京精音致信公关顾问有限公司,2640.0
销售助理,北京力美传媒科技股份有限公司,2000.0
前台（日语）,众粉（上海）营销策划有限公司,3300.0
办公室文员,北京今亮后声文化传播有限公司,1500.0
销售,北京智在天扬广告有限公司,3000.0
平面设计实习,中视鼎盛麒麟国际文化传媒有限公司,6000.0
商务专员,北京风火锐意品牌管理有限公司,3000.0
ecommerce executive,北京东鹤文化创意有限公司,5000.0
行政文员,文科创新（北京）教育科技有限公司,4500.0
行政文员,广东省广博报堂广告有限公司,4500.0
行政、财务实习生,北京稀引力文化发展有限公司,3500.0
前台行政文员,北京科成文化发展有限公司,6000.0
长征空间媒体助理,嘉骏丽和商贸（北京）有限公司,2000.0
销售经理（宠物行业）,北京齐心飞创文化传媒有限公司,6000.0
医学编辑（实习）,北京美素创意科技有限公司,2200.0
市场策划专员,中艺新国际展览（北京）有限公司,3080.0
广告机巡检员,中奥体育产业有限公司,2640.0
办公室文员,北京建宏印刷有限公司,5500.0
标书员,国术科技（北京）有限公司,5000.0
记者（应届毕业生）,北京尚格文化传播有限公司,4500.0
行政前台,北京书韬图书有限公司,3000.0
党务专员,天马鑫空影视传媒（北京）有限公司,6000.0
AE客户执行（汽车客户）,北京商芝语文化传播有限公司,2000.0
初中级特效师,北京信风影业有限公司,4000.0
印制助理,北京恒美广告有限公司上海分公司,3000.0
数据分析专员,北京北奥大路舞台艺术设计制作有限...,4000.0
人事专员,北京双子博鑫文化传播有限公司,3000.0
财务分析（实习生）,北京亚海恒业会展有限公司,3000.0
新媒体运营实习生,亚投（北京）国际会议管理有限公司,3000.0
策划助理实习生,北京长征文化艺术有限公司,5000.0
前台接待,北京爱萌宠文化传媒有限公司,6000.0
前台,北京华康时代医学研究有限公司,5000.0
后期制作,公司名,0
文案编辑,绚彩博纳国际艺术文化发展（北京）...,3000.0
摄影/剪辑 实习生,红星美凯龙集团媒体运营中心,3000.0
电话销售,北京和合天下文化发展有限公司,3000.0
新媒体实习生,北京罗丹莫纳牌业有限公司,3000.0
保底3000/礼服师+五险+管吃,北京盛世邻邦文化传播有限公司,3000.0
文案编辑,国艺飞翔（佛山）影业传媒有限公司,4500.0
普工,北京儿童艺术剧院股份有限公司,3000.0
展会策划 活动策划 展览负责人,北京锋华创展文化传播有限公司,5000.0
项目助理,北京凯丹文化传播有限公司,3500.0
总经理助理,新星出版社有限责任公司,4500.0
客服,网娱互动科技（北京）股份有限公司,4000.0
行政执行,北京日升东方文化传媒有限公司,4500.0
销售代表,家有购物集团股份有限公司,4500.0
仙侠大剧高薪聘请演员化妆摄影导演助理包食宿,北京摆渡视界文化传媒有限公司,2200.0
出纳,北京凯普斯咨询服务有限公司,2200.0
绿色生活家政保洁人员,北京创美汇品图书有限公司,3000.0
手机直播/网络主播/视频主播/歌手/主持人模特礼仪迎宾,北京亿茂广告有限公司,5000.0
业务助理文员，稳定工作,北京盛世骄阳文化传播有限公司,4500.0
平面设计,北京中视中影信息顾问有限公司,3000.0
人力资源实习生,大有影视文化传媒（北京）有限公司,3000.0
设计助理,北京众一文化传播有限公司,6000.0
出展部项目经理,CCTV《牛商论道》栏目组,1500.0
健康研究院项目文案,北京蒙娜丽莎摄影有限公司,3000.0
办公室文员,北京东方胜邦文化传媒有限公司,3000.0
文案策划,北京旭东建筑装饰工程有限公司,2000.0
业务专员,中国盆景艺术家协会,6000.0
行政助理,北京汇美星公关顾问有限公司,4500.0
文字编辑（固安）,北京泽雯科技有限公司,4500.0
会议专员,牧歌乐坊（北京）文化艺术有限公司,3000.0
8K诚聘平面设计师（欢迎优秀应届生）,虎扑,4500.0
旅游顾问,北京宇尚擎天文化传播有限公司,10000.0
运营储备干部,成都匠客儿文化传媒有限公司,6000.0
销售代表,北京睿信广告有限公司,3000.0
设计师（实习）,北京绿色生活家政服务有限公司,0
博物馆前台,四川好声音文化传播有限公司,5000.0
结构设计师,北京盛视艺美科技有限公司,4000.0
项目管理人员（应届生）,北京慧佳天成营销策划有限公司,3000.0
纪检监察员,华谊兄弟传媒股份有限公司,0
课程顾问,北京荣玺百年广告有限公司,3000.0
业务助理,一龙兴业（北京）展览服务有限公司,5000.0
电视、影视编导及后期包装（实习生）,《健康时报》社有限责任公司,6000.0
实习生（提供住宿）,北京金丽海诚科贸有限公司,4000.0
网络主播,北京中泰联广展览服务有限公司,6000.0
行政人事（可实习）,北京东海万合文化传媒有限公司,4500.0
办公室文员,北京普乐通文化传媒有限公司,4500.0
诚聘专职图书校对人员+管吃住,飞驰环球（北京）文化传播有限公司,3000.0
文案策划,北京正奇信信息技术有限公司,4000.0
文案,黑龙江美在中视文化传媒有限公司,6000.0
实习生项目助理,易游中商国际旅行社（北京）有限公司,3000.0
婚礼策划师,德邻智库管理顾问（北京）有限公司,3000.0
责任（文字）编辑,公司名,0
新闻记者/新闻摄像,北京海富展览服务有限公司,3000.0
人力资源实习生,北京涛澜北广互动广告有限公司,4000.0
出纳员,北京博轩管理咨询有限公司,4000.0
广播节目音频编目（中央人民广播电台节目）,北京万事聚通展示用品有限公司,3500.0
摄影师,文化部民族民间文艺发展中心,6000.0
市场专员,中国日报社,6000.0
项目助理（文职）,北京阳光喜铺婚礼文化股份有限公司,10000.0
项目执行专员,北京柏丽斯展览展示服务有限公司,3000.0
客服专员,北京水凌天影视艺术中心有限公司,4500.0
商务助理,国华羡林（北京）文化发展有限公司,2000.0
集团总部-员工服务中心-大厦前台,中毓（北京）文化传媒有限公司,10000.0
媒介实习生,宁波紫微星空演艺经纪有限公司,3000.0
招聘录音专员,北京印象多彩图文设计中心,2500.0
合约摄影师,北京文贤阁图书有限公司,2000.0
前期跟组,广州市全创智库品牌策划有限公司,6000.0
客户经理,北京晓攀文化传媒有限公司,6000.0
音乐频道编辑（实习生）,北京诺维文化传媒有限公司,2000.0
设计实习生( 网页/APP),北京花海阁婚礼策划有限公司,4000.0
编导实习生,中国财富出版社,4500.0
市场设计/平面设计（实习）,澳传文化（广州）有限公司,6000.0
采购助理实习生,北京世纪鲲鹏国际传媒广告有限公司,3500.0
新媒体编辑实习生,旭美传播,4000.0
创意文案（实习生）,北京中视瑞德文化传媒股份有限公司,4000.0
销售代表,赛力航（北京）体育文化发展有限公司,3300.0
发行经理,北京微影时代科技有限公司,3000.0
编剧,北京朔果莲莲文化传媒有限公司,3000.0
项目专员（实习生）,北京大方谊彩展览展示有限公司,4500.0
项目经理,北京传思美睿翻译有限公司,4000.0
项目执行助理（实习生）,北京九易正通广告有限公司,4500.0
销售助理,搜狐公司,2000.0
书法编辑,上海悦验市场营销服务有限公司北京...,2000.0
影视剪辑师,北京千呼人工智能科技有限公司,4500.0
平面设计师（实习）,上海尚飞广告有限公司,3000.0
网站编辑,艺晟荣耀（北京）文化传媒有限公司,3000.0
档案管理实习生,放心财富（北京）管理顾问有限公司,3000.0
大客户销售（实习生）,中视前卫影视传媒有限公司,1760.0
电话销售,北京辛动百年广告有限责任公司,1500.0
编剧实习生,北京羽贝纳文化传媒有限公司,1760.0
实习生（旅游规划）,上海传漾广告有限公司,2200.0
实习摄像,城市纵横传媒机构,2000.0
部门助理,北京启发世纪图书有限责任公司,1500.0
实习生-公关,北京聚视文化传媒有限公司,0
文案策划（实习生）,北京中诚弘德文化传播有限公司,2000.0
平面设计师 美工 广告印刷排版制版 双休可以在线办公,上海小山影视文化传播有限公司,3000.0
早教老师 （实习生）,北京雨露同晨文化传播有限公司,0
剧组出纳,容德美大（北京）广告有限公司,2500.0
视频编辑实习生,北京东阳西友展览服务有限责任公司,4000.0
策划专员实习生,北京梅珑体育文化股份有限公司,0
影视后期实习生,北京晶元汇文化有限责任公司,2000.0
市场专员/***生,北京江美长风文化传播有限公司,0
少儿图书营销编辑（实习生）,公司名,0
公关专员/实习生（公关、媒介方向）,北京时代坐标文化传媒有限公司,1500.0
电视包装动画师（实习生）,上海创彩广告有限公司,2000.0
直聘签约：演员，模特，歌手艺人,北京林客贝思科技有限公司,2200.0
创意设计实习生,中福佳信集团有限公司,1000.0
急聘实习生储备干部,英才群播文化传媒（北京）有限公司,2860.0
实习助理编导,北京耐思国际会展服务有限公司,1500.0
文案策划/实习生,南派泛娱有限公司,2200.0
公关实习生,上海恒润数字科技有限公司北京分公司,1500.0
项目执行/会议执行/活动执行,中视好食品文化（北京）有限公司,1500.0
电话销售,北京世纪星瀚文化发展有限公司,2900.0
中国网财经中心 - 实习编辑,飞拓无限信息技术（北京）股份有限...,2640.0
媒介策划实习生,北京博睿思迪营销顾问有限公司,2000.0
新媒体运营专员,西安草木萌艺术设计有限公司,2000.0
项目助理-实习生,北京普林斯顿国际贸易有限公司,1600.0
在线咨询顾问/上五休二+早九晚六,浙江天意影视有限公司,2000.0
客服内勤员（双休福利优）,人民视讯文化有限公司,2000.0
客服/销售/高薪,中渡至上（北京）文化创意有限公司,2000.0
西西弗书店-图书专员（北京凤凰汇店）,北京创奇盛世国际广告有限公司,2500.0
西西弗书店-咖啡师（北京蓝色港湾店）,北京宇悦无限信息技术有限公司,1500.0
西西弗书店-咖啡师（北京崇文门新世界店）,后浪出版咨询（北京）有限责任公司,2000.0
西西弗书店-咖啡师（北京东直门来福士店）,智三川国际品牌营销顾问（北京）有...,2000.0
西西弗书店-咖啡师（北京永旺梦乐城店）,北京五谛智作文化传媒有限公司,2000.0
西西弗书店-图书专员（北京国瑞中心店）,广州德翌电影传媒有限公司,50000.0
西西弗书店-图书专员（北京东直门来福士店）,蓝色光标-北京思恩客广告有限公司,2000.0
西西弗书店-图书专员（北京华润五彩城店）,北京腾云强科技有限公司,1500.0
西西弗书店-图书专员（北京蓝色港湾店）,北京有信文化传媒有限公司,1500.0
互联网广告销售精英,北京嘉合事兴管理咨询有限公司,2000.0
活动执行专员,开声市场营销策划（上海）有限公司,2000.0
文案编辑,北京阳光策略广告有限公司,2200.0
活动执行专员,新影中视（北京）文化传媒有限公司,1500.0
课程研发助理,北京国新汇金股份有限公司,1500.0
文案编辑,北京迪岸天空广告有限公司,3000.0
诚聘主播签约艺人,北京世纪慧泉文化传播有限公司,2000.0
诚聘网络主播,北京紫天鸿展示有限公司,3500.0
诚聘网络主播,北京望月文化有限公司,4500.0
媒体运营/用户运营/品牌运营/产品运营,北京望月文化有限公司,4500.0
销售助理/商务支持/销售行政/ 商务代表,北京望月文化有限公司,4500.0
培训助理,北京西西弗文化传播有限公司,3500.0
产品运营专员/策划专员/产品推广/产品设计,北京西西弗文化传播有限公司,3500.0
微信运营专员/媒体运营/微信营销/运营,北京西西弗文化传播有限公司,3500.0
市场营销专员/营销策划专员/企划专员,北京西西弗文化传播有限公司,3500.0
文员/行政前台/行政秘书/助理/行政人事,北京西西弗文化传播有限公司,3500.0
会计专员/会计文员/会计助理/行政助理/前台,北京西西弗文化传播有限公司,3500.0
人事专员/人力资源/人事行政/人事助理/人事,北京西西弗文化传播有限公司,3500.0
销售代表/在线销售/销售专员(节日福利),北京西西弗文化传播有限公司,3500.0
客户助理,北京西西弗文化传播有限公司,3500.0
幼儿图书开发专员(创意美编),上海斐凡信息技术有限公司,5000.0
人事行政/助理/行政前台/接待/行政客服,北京优创视觉国际文化传媒有限公司,5000.0
商务助理/商务运营/商务文员/市场,北京优创视觉国际文化传媒有限公司,6000.0
前台文员/客服文员/销售文员/人事文员/文员,北京优创视觉国际文化传媒有限公司,5000.0
市场推广/企划专员/市场营销专员/市场专员,公司名,0
客户支持服务/售前服务/售后服务/客服,北京优创视觉国际文化传媒有限公司,8000.0
电话销售/销售代表/客户经理/销售顾问,北京优创视觉国际文化传媒有限公司,6000.0
行政专员/助理/行政/办公室文员(提供住宿),北京维奥维宏文化传媒有限公司,8000.0
销售客服/在线客户服务/售前售后/客服,北京维奥维宏文化传媒有限公司,6000.0
运营助理/行政专员/市场助理/市场营销专员,北京维奥维宏文化传媒有限公司,6600.0
商务助理/商务运营/商务文员/市场,北京鸿特卓博咨询服务有限公司,8000.0
旅游业销售/实习生/应届生,北京鸿特卓博咨询服务有限公司,4500.0
旅游产品销售,北京汉合文化传播有限公司,4500.0
旅游计调专员,北京鸿特卓博咨询服务有限公司,6500.0
电子商务实习生,北京鸿特卓博咨询服务有限公司,6500.0
展会顾问(丰台科技园),北京鸿特卓博咨询服务有限公司,6500.0
市场部助理实习,北京鸿特卓博咨询服务有限公司,4300.0
暖通设计师,北京鸿特卓博咨询服务有限公司,4500.0
活动执行专员,北京鸿特卓博咨询服务有限公司,5000.0
应届毕业生,北京鸿特卓博咨询服务有限公司,8000.0
办公室文员,北京灵智精锐整合营销顾问有限公司,4000.0
项目助理（应届毕业生）,北京文鳐文化传播有限责任公司,5000.0
市场专员（市场运营中心）,北京鸿特卓博咨询服务有限公司,4500.0
市场专员（新华营销中心）,北京鸿特卓博咨询服务有限公司,4500.0
图书发行,北京鸿特卓博咨询服务有限公司,5000.0
市场/营销专员,北京鸿特卓博咨询服务有限公司,4500.0
商务专员,北京鸿特卓博咨询服务有限公司,5000.0
西西弗书店-咖啡师（北京国瑞中心店）,北京鸿特卓博咨询服务有限公司,11000.0
高薪服务员礼仪模特 KTV服务员,北京鸿特卓博咨询服务有限公司,4500.0
高薪服务员礼仪模特 KTV服务员,北京鸿特卓博咨询服务有限公司,5000.0
高薪服务员礼仪模特 KTV服务员,北京鸿特卓博咨询服务有限公司,8000.0
前台,北京鸿特卓博咨询服务有限公司,4500.0
编辑记者,北京天地新道广告有限公司,4000.0
英语翻译,北京天地新道广告有限公司,4000.0
英语翻译,睿盈达（北京）国际展览有限公司,4500.0
大型古装戏开机聘跟组演员及全职各大助理,GroupM群邑（上海）广告有限公司北...,1760.0
一线明星剧组开拍招跟组演员-特意及角色演员,北京东方益达国际展览有限责任公司,6000.0
火爆演员剧聘演员艺人助理,北京雅展展览服务有限公司,3300.0
总经理助理,北京东融信诚投资有限公司,3000.0
直聘日结礼仪模特900,北京易通互动营销策划有限公司,3500.0
-图书文理科编辑及编校员,北京易通互动营销策划有限公司,3000.0
-图书编辑及编校员（文理科）,北京易通互动营销策划有限公司,3000.0
-文理科图书编辑及编校员,北京易通互动营销策划有限公司,3000.0
文理科图书编辑及编校员.,金星国际教育集团,4500.0
文理科图书文字编辑及编校员,金星国际教育集团,4500.0
文理科图书文字编辑及编校员,金星国际教育集团,3000.0
图书编辑—语数英物化生政史地,金星国际教育集团,4500.0
文案编辑,金星国际教育集团,3000.0
课程研发助理,北京西西弗文化传播有限公司,3500.0
文案编辑,北京博艺辉煌文化传媒有限公司,15000.0
活动执行专员,北京博艺辉煌文化传媒有限公司,15000.0
活动执行专员,北京博艺辉煌文化传媒有限公司,15000.0
新闻采编,北京光耀天润广告有限公司,4000.0
展会顾问(丰台科技园/底薪5500）,北京零智文化发展有限公司,4500.0
采购专员/出纳核算/项目运营,北京市外文翻译服务有限公司,3000.0
美术老师,公司名,0
少儿美术教师,北京市外文翻译服务有限公司,0
6K+聘前台接待包食宿,兴茂文化传媒有限公司,6000.0
活动执行专员,兴茂文化传媒有限公司,6000.0
文案编辑,兴茂文化传媒有限公司,6000.0
新闻采编,三斯莱（北京）国际科技有限公司,8000.0
活动执行专员,三斯莱（北京）国际科技有限公司,19800.0
互联网广告销售,北京森广达文化传媒有限责任公司,3000.0
人力资源/人事/人事专员/人事助理/人事行政,北京森广达文化传媒有限责任公司,3500.0
自媒体运营/内容运营/用户运营/活动运营,北京森广达文化传媒有限责任公司,3000.0
电商运营/媒体运营/用户运营/运营专员,北京森广达文化传媒有限责任公司,3000.0
客服/网店客服/技术支持/售前咨询/售后服务,北京森广达文化传媒有限责任公司,3000.0
新媒体运营主管/专员/用户运营/活动运营,北京森广达文化传媒有限责任公司,3500.0
运营专员/用户/媒体/产品/电商/网站运营,北京森广达文化传媒有限责任公司,3500.0
销售助理/商务支持/销售行政/ 商务代表,北京优创视觉国际文化传媒有限公司,6000.0
新媒体运营主管/专员/用户运营/活动运营,北京优创视觉国际文化传媒有限公司,10000.0
产品专员/产品经理助理/产品策划/经理助理,北京优创视觉国际文化传媒有限公司,6000.0
市场专员/市场营销/文案策划/市场推广,北京优创视觉国际文化传媒有限公司,5000.0
部门助理/文员/办公室文员/前台文员,北京优创视觉国际文化传媒有限公司,5000.0
行政后勤/文员/总务/行政秘书/助理,北京优创视觉国际文化传媒有限公司,4500.0
人力资源/人事/人事专员/人事助理/人事行政,北京东方益达国际展览有限责任公司,6000.0
商务助理/销售助理/商务主管/商务拓展,北京尼克派斯文化传媒有限公司,4500.0
电话销售/销售代表/客户经理/销售顾问,大林美术培训（北京）有限公司,6000.0
行政秘书/行政/行政助理/行政文员/前台,大林美术培训（北京）有限公司,6000.0
产品策划/专员/产品推广/产品经理助理,山石影视工作室,6000.0
售前客服/售后客服/淘宝客服/电话客服,北京优创视觉国际文化传媒有限公司,5000.0
市场推广/企划专员/市场营销专员/市场专员,北京优创视觉国际文化传媒有限公司,6000.0
前台文员/客服文员/销售文员/人事文员/文员,北京优创视觉国际文化传媒有限公司,6000.0
人力资源专员/助理/人事专员/人资行政,北京优创视觉国际文化传媒有限公司,5000.0
电话销售/销售代表/客户经理/销售顾问,北京赤金文化传媒有限公司,8000.0
内容运营专员/运营策划/市场运营/品牌运营,北京鸿特卓博咨询服务有限公司,5000.0
售后服务/电话客服/天猫客服/客服助理,北京鸿特卓博咨询服务有限公司,6500.0
市场营销专员/营销策划专员/企划专员,北京鸿特卓博咨询服务有限公司,8000.0
行政文员/总经理秘书/董事长秘书/助理,北京鸿特卓博咨询服务有限公司,4500.0
行政助理/行政文员/行政人事/行政前台,北京鸿特卓博咨询服务有限公司,6500.0
人事助理/专员/人事行政/招聘/绩效专员,北京鸿特卓博咨询服务有限公司,8000.0
商务助理/销售助理/商务主管/商务拓展,北京鸿特卓博咨询服务有限公司,4500.0
大客户销售/销售代表/业务代表/销售专员,北京鸿特卓博咨询服务有限公司,6500.0
产品专员/产品助理/产品运营/推广/策划,北京鸿特卓博咨询服务有限公司,6500.0
微信运营专员/媒体运营/微信营销/运营,北京鸿特卓博咨询服务有限公司,4500.0
电商运营/媒体运营/用户运营/运营专员,北京鸿特卓博咨询服务有限公司,5000.0
客户支持服务/售前服务/售后服务/客服,北京鸿特卓博咨询服务有限公司,5000.0
市场营销专员/营销策划专员/企划专员,北京鸿特卓博咨询服务有限公司,5000.0
前台文员/客服文员/销售文员/人事文员/文员,北京鸿特卓博咨询服务有限公司,4500.0
行政秘书/文员/前台/人事文员/助理,北京鸿特卓博咨询服务有限公司,11000.0
人事行政/助理/行政前台/接待/行政客服,北京鸿特卓博咨询服务有限公司,4300.0
商务助理/销售助理/商务主管/商务拓展,北京鸿特卓博咨询服务有限公司,6500.0
