Total_position,Total_company,Salary_per_month
PD渠道销售,深圳蓝猫均祥动漫科技有限公司,3000.0
AE客户执行 商务对接,深圳市迪赛广告有限公司,4500.0
营销专员（星美集团）,深圳市腾鲤企业形象策划有限公司,3000.0
幼教/小学老师,深圳市安广生广告有限公司,2000.0
包住宿销售+高底薪+高提成,深圳市朗图品牌设计有限公司,5000.0
活动策划执行,深圳市觉度品牌策略设计顾问有限公司,3500.0
二胡老师,思博睿（深圳）投资有限公司,3000.0
平面设计,深圳市华策文化科技有限公司,4500.0
课程顾问,深圳市美相美道文化传播有限公司,8000.0
客服文员,深圳市天地广告有限公司,3000.0
Unity3D开发工程师,深圳市荣凯艺瑞文化传播有限公司,3000.0
AE,深圳市问禾传媒文化有限公司,2000.0
文案策划,深圳艺浩科技传媒有限公司,4500.0
设计(实习生),喀什完美时空信息科技有限公司,3000.0
玄幻言情古装剧剧聘演员化妆摄影服装导演助理包食宿,成都润运文化传播有限公司,6000.0
三维渲染师——实习生,深圳唯童文化产业有限公司,5000.0
足球教练,公司名,0
文案编辑,深圳中鉴艺术品鉴定评估管理有限公司,8000.0
区块链媒体项目实习生,深圳市天翔棋牌文化发展有限公司,3000.0
销售代表,深圳市正音堂乐器有限公司,8000.0
校对文员,星港资讯（深圳）有限公司,3000.0
设计师助理,深圳七色光文化传播有限公司,6000.0
总经理助理,深圳文脉国际传媒有限公司,3000.0
影视后期制作/摄像/实习生,深圳静界科技有限公司,6000.0
电商直播运营,深圳市必然定律广告有限公司,3000.0
教育行业销售高薪,深圳市成风世纪广告有限公司,3000.0
课程顾问,中美影联（深圳）股份有限公司,4000.0
设计助理/淘宝美工,成都匠客儿文化传媒有限公司,6000.0
前台行政助理,深圳萤火虫数字图像有限公司,40000.0
淘宝客服,深圳九夏文化发展有限公司,4000.0
播音主持人/司仪/讲师/珠宝销售/淘宝网络主播/网红KOL,深圳市金风尚文化传媒有限公司,4500.0
国际部业务员,开眼（深圳）文化娱乐有限公司,2000.0
行政专员,深圳市一林展览策划有限公司,3000.0
白酒包装设计师（包住）,深圳市星亚辉广告有限公司,4000.0
外贸业务员+龙岗爱联,深圳市香橙广告设计有限公司,3000.0
广告销售助理,深圳市整点数字科技有限公司,3000.0
海外婚礼顾问,深圳市骑兵影视文化传播有限公司,3000.0
部门助理,深圳国威科技有限公司,4000.0
3D效果图设计师,深圳市中际协文化传播有限公司,25000.0
经理助理/秘书,深圳市哈罗宝贝文化传播有限公司,6000.0
招销售精英月收入过万,深圳市艾克体育用品有限公司,4000.0
文案策划实习生,深圳中广艺影文化传媒有限公司,4500.0
美术老师/实习老师,深圳市元吾印象传媒有限公司,3000.0
实习平面设计师,深圳拍宝网络科技有限公司,20000.0
运营支持实习生,深圳市春博会展有限公司,8000.0
业务运营助理（全职实习生）,深圳德盛影业有限公司,5000.0
游戏主播（绝地求生）,深圳市雅兰印刷包装有限公司,6000.0
实习工业设计师,深圳市天之羽文化发展有限公司,8000.0
美工学徒,山谷风（中国）科技有限公司,4500.0
实习会计/财务助理,灼华巴厘岛婚礼策划（深圳）有限公司,6000.0
摄影摄像实习生,深圳市侨交会集团,5000.0
油画美术教师,深圳市现场时代文化发展有限公司,5000.0
硬件工程师实习生,深圳市通和广告有限公司,3000.0
3DMAX建模应届毕业生,深圳中影博纳影视文化传媒有限公司,4500.0
电话销售员,灵狐科技股份有限公司深圳分公司,1000.0
CNC编程,橙艺树文化传播（深圳）有限公司,2500.0
平面设计（应届毕业生）,深圳市亚太纵横广告有限公司,2000.0
产品动画渲染师,北京猫眼文化传媒有限公司,2640.0
工业设计助理/2-3k,中广电传媒有限公司,1000.0
全职钢琴老师,葫芦岛市泰合时代文化传媒有限公司,2000.0
网页设计实习生,七百设计（深圳）有限公司,2000.0
企划经理,深圳乐图品牌策划有限公司,2000.0
手机直播/网络主播/视频主播/歌手/主持人模特礼仪迎宾,深圳传源信息咨询有限公司,2000.0
电脑直播/手机直播/歌手/演员艺人/模特/舞蹈,深圳市华视时代文化传媒有限公司,1500.0
深圳招总经理秘书助理,深圳市胡涂涂文化发展有限公司,50000.0
会员部活动策划专员,深圳市声光行科技发展有限公司,2000.0
人事行政专员,深圳市零壹艺术设计有限公司,2000.0
总经理助理,公司名,0
幼少儿英语教师- 高薪,深圳观梧桐文化传媒有限公司,2500.0
配音师,建同会展策划（深圳）有限公司,2000.0
配音师,深圳九万里创意文化有限公司,2000.0
课程顾问,深圳三原色数字技术有限公司,2500.0
销售专员,智创（深圳）设计有限公司,2000.0
销售助理,深圳市明美艺术文化有限公司,2000.0
客户经理,深圳素马设计品牌科技有限公司,2000.0
大客户销售,深圳市天航商务咨询管理有限公司,5000.0
助理文案（应届生）,四川好声音文化传播有限公司,5000.0
助理AE（毕业生、月薪4000-4500、五险一金）,深圳市星河传媒文化发展有限公司,4000.0
可零基础舞蹈模特保底6k,深圳九八艺术设计有限公司,2500.0
女舞蹈演员0基础保底6K,深圳市物流与供应链管理协会,6000.0
零基础礼仪舞蹈8K加提成,深圳市初心传媒发展有限公司,3000.0
可新人礼仪模特保底6k,深圳市初心传媒发展有限公司,4500.0
急聘舞蹈学员8K包吃住,深圳市童心爱文化传播有限责任公司,8000.0
可新人礼仪模特保底6k+提成,巨人媒体网络文化（深圳）有限公司,4500.0
电话销售,巨人媒体网络文化（深圳）有限公司,4500.0
客户代表,深圳市东亮教育信息咨询有限公司,4500.0
高薪急聘礼仪走秀月入1W,东方福利网,8333.333333333334
急聘舞蹈学员8K免费培训,深圳市朗形数字科技有限公司,3500.0
前台客服,深圳市中科创威科技有限公司,6000.0
培训师,东方福利网,8333.333333333334
销售代表/客服代表/订购坐席/呼叫中心坐席,深圳途胜广告有限公司,4500.0
诚招舞蹈歌手模特礼仪主持人，可新人包吃住月薪8k以上,深圳途胜广告有限公司,4500.0
保底6千急招礼仪免费培训,深圳市聚力联城文化传媒有限公司,8000.0
可零基础舞蹈模特保底6k,深圳市聚力联城文化传媒有限公司,6000.0
可零基础舞蹈模特保底6k,深圳市聚力联城文化传媒有限公司,8000.0
可新人舞蹈演员包吃住8k,深圳市聚力联城文化传媒有限公司,8000.0
可零基础舞蹈队员模特8k,深圳市聚力联城文化传媒有限公司,8000.0
可新人舞蹈队员包吃住8k,深圳市聚力联城文化传媒有限公司,8000.0
可零基础时装T台模特走秀,深圳市森火展览展示有限公司,8000.0
视频剪辑,深圳市森火展览展示有限公司,8000.0
可零基础舞蹈队员保底6k,深圳市聚力联城文化传媒有限公司,8000.0
保底6千急招礼仪免费培训,深圳市聚力联城文化传媒有限公司,8000.0
高薪急聘礼仪走秀月入1W,深圳海雅瑞德信息咨询有限公司,3000.0
急聘舞蹈学员8K免费培训,深圳宜和股份有限公司（深视宜和购...,4000.0
视频剪辑,深圳宜和股份有限公司（深视宜和购...,4000.0
视频剪辑/后期制作,豪天文化传媒（深圳）有限公司,6000.0
配音员/应届毕业生,深圳市聚力联城文化传媒有限公司,8000.0
文案编辑/应届毕业生,深圳市聚力联城文化传媒有限公司,8000.0
自媒体编辑/应届毕业生,深圳市聚力联城文化传媒有限公司,8000.0
无经验舞蹈学员6K加提成,深圳市聚力联城文化传媒有限公司,8000.0
舞蹈演员保底6K包吃住福利待遇优,深圳市聚力联城文化传媒有限公司,10000.0
招聘伴舞模特礼仪走秀6k+,深圳市聚力联城文化传媒有限公司,10000.0
舞蹈演员保底6K福利待遇优,深圳市聚力联城文化传媒有限公司,10000.0
高薪急聘舞蹈学员月入8K,巨人媒体网络文化（深圳）有限公司,3000.0
急聘舞蹈伴舞走秀8k保底,深圳市聚力联城文化传媒有限公司,6000.0
舞蹈模特可新人包吃住8k,深圳市聚力联城文化传媒有限公司,8000.0
舞蹈模特可新人包吃住8k,深圳市聚力联城文化传媒有限公司,8000.0
可零基础舞蹈学员模特8k,深圳市聚力联城文化传媒有限公司,8000.0
时装礼仪模特新队员8k,公司名,0
舞蹈模特可新人包吃住8k,巨人媒体网络文化（深圳）有限公司,4000.0
舞蹈模特可新人包吃住8k,巨人媒体网络文化（深圳）有限公司,6000.0
只招2名，应届生无经验均可,巨人媒体网络文化（深圳）有限公司,6000.0
可零基础舞蹈学员模特8k,巨人媒体网络文化（深圳）有限公司,6000.0
时装礼仪模特新队员8k,巨人媒体网络文化（深圳）有限公司,6000.0
舞蹈模特可新人包吃住8k,深圳市聚力联城文化传媒有限公司,8000.0
可零基础舞蹈队员保底6k,深圳市聚力联城文化传媒有限公司,8000.0
零基础舞蹈演员保底6k,深圳市聚力联城文化传媒有限公司,10000.0
舞蹈模特可新人包吃住8k,深圳市聚力联城文化传媒有限公司,8000.0
门市销售，网络销售,深圳市聚力联城文化传媒有限公司,8000.0
活动策划执行,深圳市聚力联城文化传媒有限公司,6000.0
活动策划执行,深圳市聚力联城文化传媒有限公司,8000.0
包住无责底3500网络客服（可接受应届生）,深圳市聚力联城文化传媒有限公司,8000.0
网络销售+包住+高提成,深圳市聚力联城文化传媒有限公司,8000.0
无责底3500网络客服+包住,深圳市聚力联城文化传媒有限公司,8000.0
包住急招5k网络销售员+高提成（龙华）,深圳市聚力联城文化传媒有限公司,8000.0
无责底3500网络客服,深圳市聚力联城文化传媒有限公司,8000.0
客服专员无经验均可,盈富天成（深圳）信息咨询有限公司,6000.0
底薪3500聘请业务员,深圳市聚力联城文化传媒有限公司,8000.0
销售（本科生5000+提成+奖金）,深圳市聚力联城文化传媒有限公司,8000.0
高薪招聘外贸业务员 外贸跟单,深圳市聚力联城文化传媒有限公司,8000.0
打印设备操作工程师 喷画机工程师,深圳市聚力联城文化传媒有限公司,8000.0
喷绘公司学徒，平面制作学徒，技术学徒,深圳市聚力联城文化传媒有限公司,10000.0
国际托班老师,深圳市聚力联城文化传媒有限公司,8000.0
免费培训/舞蹈队友/歌手/模特,深圳市天长地久文化产业股份有限公司,6000.0
高薪诚聘销售精英+高提成,深圳市乐奇体育文化传播有限公司,6000.0
无责底薪3.5K诚聘网络客服,深圳市乐奇体育文化传播有限公司,8000.0
网络销售+无责底薪3.5K,深圳市皓兴传媒有限公司,4500.0
网络主播,深圳市皓兴传媒有限公司,4500.0
尬聊主播+免费培训+包住,深圳市皓兴传媒有限公司,4500.0
主播+免费培训+包住+月薪过万,深圳市皓兴传媒有限公司,4500.0
诚聘舞蹈演员礼仪模特8K,深圳市皓兴传媒有限公司,4500.0
免费培训主播 年薪10万起,深圳市皓兴传媒有限公司,4500.0
高薪急聘互联网销售顾问,深圳市皓兴传媒有限公司,6000.0
免费别墅+培训主播,锋镝传媒（深圳）有限公司,6000.0
免费别墅+培训主播,深圳市生彩广告有限公司,10000.0
无经验舞蹈学员6K加提成,深圳市生彩广告有限公司,6000.0
培训上岗舞台演出表演节目,深圳市生彩广告有限公司,4500.0
急聘网络客服+早九晚六+双休,深圳海雅瑞德信息咨询有限公司,3000.0
配音师,豪天文化传媒（深圳）有限公司,6000.0
视频剪辑,深圳鸿盛网络传媒有限公司,3000.0
视频剪辑,深圳鸿盛网络传媒有限公司,3000.0
视频剪辑,深圳鸿盛网络传媒有限公司,3500.0
舞蹈演员保底6K包吃住福利待遇优,深圳纵横蜂巢传媒有限公司,10000.0
舞蹈模特可新人包吃住8k,深圳纵横蜂巢传媒有限公司,10000.0
签约舞蹈演员礼仪模特8K,深圳纵横蜂巢传媒有限公司,10000.0
时装走秀礼仪模特伴舞8K+,深圳市聚力联城文化传媒有限公司,10000.0
高薪诚聘礼仪走秀舞蹈演员,深圳纵横蜂巢传媒有限公司,10000.0
招实习生-英语教师,深圳市盛世互联信息技术有限公司龙...,5000.0
舞蹈演员高薪资可零基础包吃住,深圳纵横蜂巢传媒有限公司,10000.0
急聘舞蹈演员包吃住福利待遇优,公司名,0
走秀模特舞蹈演员保底6K包吃住,深圳纵横蜂巢传媒有限公司,10000.0
舞蹈演员保底6K福利待遇优,深圳市聚力联城文化传媒有限公司,8000.0
高工资学技能***生保底6K,豪天文化传媒（深圳）有限公司,6000.0
零基础亦可舞蹈演员保底6K包吃住,深圳春鼎聚信息技术有限公司,4000.0
时装礼仪模特新队员8k,巨人媒体网络文化（深圳）有限公司,4500.0
可零基础舞蹈队员保底6k,巨人媒体网络文化（深圳）有限公司,3000.0
女舞蹈演员0基础保底6K待遇好,巨人媒体网络文化（深圳）有限公司,4500.0
链家龙华就近安排门店置业顾问,巨人媒体网络文化（深圳）有限公司,3000.0
龙华链家底薪5K+高提成,深圳市聚力联城文化传媒有限公司,8000.0
招聘伴舞模特礼仪走秀6k+,深圳市聚力联城文化传媒有限公司,8000.0
急聘舞蹈走秀 6k保底,深圳市聚力联城文化传媒有限公司,10000.0
月薪八千+提成聘礼仪走秀,深圳市聚力联城文化传媒有限公司,10000.0
礼仪模特0基础8k保底,深圳市聚力联城文化传媒有限公司,15000.0
舞蹈演员0基础保底6k,深圳市童心爱文化传播有限责任公司,8000.0
女舞蹈演员0基础保底6K,深圳市聚力联城文化传媒有限公司,8000.0
可新人舞蹈演员包吃住8K,深圳市聚力联城文化传媒有限公司,8000.0
零基础舞蹈学员6K加提成,深圳市聚力联城文化传媒有限公司,8000.0
高薪诚聘舞蹈演员礼仪模特,深圳市聚力联城文化传媒有限公司,8000.0
歌手礼仪模特舞蹈演员待遇优厚,深圳市聚力联城文化传媒有限公司,10000.0
招聘魅力动人舞蹈演员礼仪走秀,深圳市聚力联城文化传媒有限公司,8000.0
时装走秀舞蹈演员8K以上,深圳市聚力联城文化传媒有限公司,8000.0
诚聘时装走秀礼仪模特舞蹈演员,深圳市聚力联城文化传媒有限公司,10000.0
高薪诚聘舞蹈演员礼仪模特,深圳市聚力联城文化传媒有限公司,6000.0
急招舞蹈演员礼仪模特待遇优厚,深圳链家房地产经纪有限公司,5000.0
零基础6K舞蹈演员礼仪模特,深圳链家房地产经纪有限公司,5000.0
招聘伴舞模特礼仪走秀6k+,深圳市聚力联城文化传媒有限公司,10000.0
接收零基础舞蹈学员礼仪走秀6K以上,深圳市聚力联城文化传媒有限公司,6000.0
招聘爱跳舞的小仙女伴舞礼仪走秀,深圳市聚力联城文化传媒有限公司,8000.0
零基础礼仪舞蹈8K加提成,深圳市聚力联城文化传媒有限公司,8000.0
诚聘零基础礼仪舞蹈歌手包吃住,深圳市聚力联城文化传媒有限公司,6000.0
招聘零基础舞蹈学徒,深圳市聚力联城文化传媒有限公司,6000.0
双休+无责任底薪+五险一金客服专员,深圳市聚力联城文化传媒有限公司,8000.0
高薪急聘中学教师/英语老师、数学老师(试用期4000+),深圳市聚力联城文化传媒有限公司,6000.0
教育咨询师/行政前台,深圳市聚力联城文化传媒有限公司,10000.0
4k-5k 急聘教育咨询师 （要求现居住在坪山新区）,深圳市聚力联城文化传媒有限公司,10000.0
中学教师/英语老师/数学老师(试用期4K+可接受应届生),深圳市聚力联城文化传媒有限公司,10000.0
中学教师/初中数学老师（试用期4000+）,深圳市聚力联城文化传媒有限公司,10000.0
人事行政文员,深圳市聚力联城文化传媒有限公司,10000.0
前台文员,深圳市聚力联城文化传媒有限公司,10000.0
别墅办公 主播,深圳市聚力联城文化传媒有限公司,10000.0
销售代表/业务员,深圳市聚力联城文化传媒有限公司,10000.0
客服专员,深圳市聚力联城文化传媒有限公司,10000.0
市场专员/市场推广,深圳市聚力联城文化传媒有限公司,10000.0
前台客服,深圳市聚力联城文化传媒有限公司,10000.0
零基础舞蹈学员6K加提成,深圳市聚力联城文化传媒有限公司,8000.0
可新人舞蹈演员包吃住8K,深圳市万源达影视传播有限公司,5000.0
底薪9千聘请礼仪走秀包吃住,深圳市万源达影视传播有限公司,5000.0
月薪八千+提成聘礼仪走秀,深圳春鼎聚信息技术有限公司,4500.0
销售代表,深圳点睛文化传播有限公司,7000.0
主播，包住,深圳点睛文化传播有限公司,4000.0
视频主播,公司名,0
网络主播,深圳点睛文化传播有限公司,4500.0
主播,深圳点睛文化传播有限公司,7000.0
1免费培训舞蹈队友歌手模特,深圳点睛文化传播有限公司,7000.0
免费培训/上岗/舞蹈学员/T台模特/驻场歌手,深圳市炫彩视听设备有限公司,3000.0
免费培训/模特歌手/舞蹈演员,深圳市炫彩视听设备有限公司,3000.0
I免费培训舞蹈队员模特歌手,深圳纵横蜂巢传媒有限公司,12500.0
1招收无经验学员6000保底+提成,深圳市亚广展览有限公司,4500.0
培训上岗舞台演出表演节目,深圳海雅瑞德信息咨询有限公司,3500.0
文案编辑,深圳海雅瑞德信息咨询有限公司,5000.0
视频剪辑,深圳海雅瑞德信息咨询有限公司,3500.0
文案编辑,深圳市聚力联城文化传媒有限公司,6000.0
文案编辑,深圳市聚力联城文化传媒有限公司,8000.0
文案编辑/实习生,深圳市聚力联城文化传媒有限公司,10000.0
文案编辑,深圳市聚力联城文化传媒有限公司,8000.0
高薪急聘礼仪走秀8k保底有无基础都可以,深圳市九象数字科技有限公司,7000.0
龙华链家底薪5K+高提成,深圳大灵猫传媒文化有限公司,10000.0
舞蹈演员8K起+提成可0基础,深圳大灵猫传媒文化有限公司,10000.0
舞蹈学员舞台伴舞8k保底,深圳大灵猫传媒文化有限公司,10000.0
急聘舞蹈伴舞走秀8k保底,深圳大灵猫传媒文化有限公司,10000.0
签约艺人时装走秀8k保底无基础都可以,豪天文化传媒（深圳）有限公司,6000.0
急聘舞蹈走秀 6k保底,豪天文化传媒（深圳）有限公司,6000.0
礼仪模特0基础8k保底,豪天文化传媒（深圳）有限公司,6000.0
0基础舞蹈学员保底6k待遇好,豪天文化传媒（深圳）有限公司,6000.0
舞台伴舞学员保底6k有无基础都可以,豪天文化传媒（深圳）有限公司,6000.0
舞蹈演员0基础保底6k,豪天文化传媒（深圳）有限公司,6000.0
女舞蹈演员0基础保底6K,巨人媒体网络文化（深圳）有限公司,3000.0
模特舞蹈歌手免费培训上岗,巨人媒体网络文化（深圳）有限公司,3000.0
教务咨询老师（宝安国企）,巨人媒体网络文化（深圳）有限公司,3000.0
教务咨询老师（龙华国企）,巨人媒体网络文化（深圳）有限公司,5000.0
电话销售/销售改变命运/月薪过万不是梦底薪4300起,巨人媒体网络文化（深圳）有限公司,6000.0
销售专员,巨人媒体网络文化（深圳）有限公司,4500.0
实习助理+早九晚六+周末双休,深圳市聚力联城文化传媒有限公司,8000.0
课程顾问,深圳链家房地产经纪有限公司,5000.0
课程顾问,深圳市聚力联城文化传媒有限公司,8000.0
经理助理,深圳市聚力联城文化传媒有限公司,6000.0
古筝老师,深圳市聚力联城文化传媒有限公司,6000.0
客服/AE,深圳市聚力联城文化传媒有限公司,8000.0
媒介执行,深圳市聚力联城文化传媒有限公司,6000.0
广告客户经理,深圳市聚力联城文化传媒有限公司,8000.0
设计助理,深圳市聚力联城文化传媒有限公司,8000.0
平面设计师,深圳市聚力联城文化传媒有限公司,6000.0
中英双语电子工程师,深圳市聚力联城文化传媒有限公司,6000.0
销售,深圳市聚力联城文化传媒有限公司,6000.0
初中数学老师,豪天文化传媒（深圳）有限公司,8000.0
小学英语老师,深圳书城培训中心,4000.0
小学数学老师,深圳书城培训中心,4000.0
小学语文老师,深圳市乐有家控股集团有限公司,4000.0
网页设计师实习生/包住,华臻（深圳）展览服务有限公司,6000.0
客服专员+五险一金+周末双休,深圳春鼎聚信息技术有限公司,4500.0
销售/销售代表,厦门从众互动文化传播有限公司,3000.0
销售/销售代表（互联网+）,公司名,0
销售/销售代表（互联网+）,厦门从众互动文化传播有限公司,3000.0
管理培训生（公司战略级岗位）,深圳市金展文化传媒有限公司,3000.0
销售/销售代表,深圳韵诚文化传播有限公司,10000.0
销售/销售代表,深圳市乐道形象策划有限公司,4000.0
销售/客户代表（互联网+）,深圳市东信时代信息技术有限公司,4000.0
销售/销售代表（京东无界零售）,深圳市釨骏创业贸易有限公司,3000.0
销售/销售代表,深圳市福田区平行咨询工作室,4166.666666666667
销售/销售代表,七纬一梵国际文化传播（深圳）有限...,6000.0
销售/商务代表（互联网+高薪）,七纬一梵国际文化传播（深圳）有限...,15000.0
粤语电话销售,上海窗之外广告有限公司深圳分公司,6000.0
免费培训舞蹈演员礼仪模特,深圳市星思源文化传播有限公司,6000.0
礼仪模特舞蹈演员包吃住底薪6K加提成,深圳市星思源文化传播有限公司,6000.0
l免费培训舞蹈演员模特包吃住底薪6K,深圳市星思源文化传播有限公司,6000.0
舞蹈学员 T台模特,深圳市星思源文化传播有限公司,6000.0
赴美国、新加坡、韩国、泰国国际汉语老师中文老师,深圳市柏林影视科技有限公司,4500.0
毕业后可以到国外做一名中文老师,深圳春鼎聚信息技术有限公司,3500.0
欧美互惠生 让你开阔眼界 提升英语 拥有国际人脉,深圳市中视互动传媒科技有限公司,4000.0
外贸业务员,深圳市中视互动传媒科技有限公司,8000.0
外贸业务员,深圳市中视互动传媒科技有限公司,8000.0
幼少儿英语老师（毕业生）,深圳市中视互动传媒科技有限公司,5000.0
景观规划设计师助理2,深圳市中视互动传媒科技有限公司,4000.0
CAD绘图员,深圳市中视互动传媒科技有限公司,4000.0
景观规划设计师助理,深圳市中视互动传媒科技有限公司,8000.0
法务实习生（管培生方向）,深圳市中视互动传媒科技有限公司,8000.0
销售,深圳市中视互动传媒科技有限公司,4000.0
龙岗中心城钢琴老师（急聘）,深圳市中视互动传媒科技有限公司,4000.0
幼师，少儿教师（深圳龙岗中心城）,深圳市中视互动传媒科技有限公司,8000.0
美术老师陶艺、插画、雕塑、版画老师（龙岗中心城）,深圳启盈媒体有限公司,6000.0
前台接待,豪天文化传媒（深圳）有限公司,6000.0
龙岗中心城作业辅导老师,豪天文化传媒（深圳）有限公司,6000.0
别墅住宿 主持人（欢迎新人）,豪天文化传媒（深圳）有限公司,6000.0
颜值担当 主播,豪天文化传媒（深圳）有限公司,6000.0
1招收无经验学员6000保底+提成,青岛中优德惠文化交流咨询有限公司,8000.0
免费培训/舞蹈队友/歌手/模特,青岛中优德惠文化交流咨询有限公司,8000.0
免费培训/上岗/舞蹈学员/T台模特/驻场歌手,青岛中优德惠文化交流咨询有限公司,5000.0
晚班上班5小时左右月入保底6K,深圳市新克斯科技有限公司,4000.0
免费培训/舞蹈队友/歌手/模特,深圳市新克斯科技有限公司,4000.0
古装戏》剧组招聘演员艺人导演化妆摄影助理学徒,深圳市童心爱文化传播有限责任公司,8000.0
网络销售（应届生均可）,深圳市卓筑文旅设计科技发展有限公司,4000.0
销售代表,深圳市卓筑文旅设计科技发展有限公司,3000.0
SEM竞价专员/SEM竞价主管,深圳市卓筑文旅设计科技发展有限公司,4000.0
运营推广/sem（欢迎应届生投递简历）,深圳市鼎瀚文化股份有限公司,5000.0
客服文员（应届毕业生亦可）,深圳市新东华麒文化传播有限公司,4500.0
媒体服务专员（应届毕业生亦可）,深圳市思睿博雅咨询有限公司,4000.0
数据专员（应届毕业生亦可）,深圳市思睿博雅咨询有限公司,3000.0
销售主任(候车厅及公交车身),深圳市思睿博雅咨询有限公司,5000.0
法务部实习生,深圳市思睿博雅咨询有限公司,2800.0
客户执行实习生,深圳市思睿博雅咨询有限公司,3500.0
链家龙华房产经纪人底薪5K+高提成,深圳纵横蜂巢传媒有限公司,10000.0
西西弗书店-店员（深圳来福士店）,深圳纵横蜂巢传媒有限公司,10000.0
西西弗书店-店员（深圳欢乐海岸店）,公司名,0
无责任+高提成微信在线销售,豪天文化传媒（深圳）有限公司,6000.0
房屋平面绘制师,豪天文化传媒（深圳）有限公司,6000.0
展览，展示设计师,豪天文化传媒（深圳）有限公司,6000.0
奢侈品销售/网络服装销售,豪天文化传媒（深圳）有限公司,6000.0
销售/销售代表,豪天文化传媒（深圳）有限公司,6000.0
销售/销售代表,北京巨擘广告制作有限公司,6000.0
销售/销售代表（京东项目）,深圳结果营销文化传播有限公司,3000.0
SEO专员,深圳市亿科思奇广告有限公司,8000.0
销售/销售代表（互联网+高薪）,深圳市亿科思奇广告有限公司,8000.0
商务经理/销售经理,深圳市亿科思奇广告有限公司,5000.0
销售/销售代表,龙帆传媒集团,4000.0
销售/客户主任,龙帆传媒集团,4000.0
商务代表,龙帆传媒集团,3000.0
销售/销售代表（互联网+）,龙帆传媒集团,3500.0
销售/销售代表,新好耶数字技术（上海）有限公司,1500.0
销售/销售代表,新好耶数字技术（上海）有限公司,1500.0
设计师助理,深圳链家房地产经纪有限公司,5000.0
储备干部/管培生/店长（工作地点：全国）,重庆西西弗文化传播有限公司,3800.0
展览业务员,重庆西西弗文化传播有限公司,3800.0
经理助理/报价,深圳微速文化传媒有限公司,6000.0
门店营业员,云图（深圳）平面设计有限公司,3000.0
店面营业员,深圳市鲁班会展有限公司,5000.0
外贸业务员,深圳得众文化传媒有限公司,8000.0
前台接待,深圳市中视互动传媒科技有限公司,7000.0
前台教务 教务,深圳市中视互动传媒科技有限公司,8000.0
门店营业员,深圳市中视互动传媒科技有限公司,8000.0
英语老师- 毕业生招聘,深圳市中视互动传媒科技有限公司,5000.0
英语教师-招优秀毕业生,深圳市中视互动传媒科技有限公司,8000.0
英语 幼教-招 毕业生,深圳市中视互动传媒科技有限公司,15000.0
招聘教师- 英语,深圳市中视互动传媒科技有限公司,4000.0
招毕业生英语教师,深圳市中视互动传媒科技有限公司,8000.0
毕业生老师招聘,深圳市中视互动传媒科技有限公司,8000.0
英语教师-高薪,深圳市中视互动传媒科技有限公司,8000.0
幼少儿英语老师-毕业生,深圳市中视互动传媒科技有限公司,4000.0
毕业生岗位招聘-英语幼教,深圳市中视互动传媒科技有限公司,4000.0
教师-英语（毕业生优先）,深圳月步文化科技有限公司,4000.0
招聘优秀毕业生-英语老师,深圳月步文化科技有限公司,3000.0
英语老师- 毕业生优先,深圳市六方金桥展览策划有限公司,6666.666666666666
招毕业生-英语教师,深圳市宝安广艺美术装饰有限公司,3500.0
招毕业生老师-英语,深圳市畅享天空科技有限公司,4500.0
英语老师-高薪,深圳市畅享天空科技有限公司,4500.0
英语教师-招毕业生,深圳市新克斯科技有限公司,4000.0
英语教师-招优秀毕业生,深圳市和乐文化传播有限公司,3500.0
高薪招聘中小学数学教师,深圳市和乐文化传播有限公司,3000.0
全职数学教师,深圳市和乐文化传播有限公司,3000.0
全职语文教师,深圳市童心爱文化传播有限责任公司,8000.0
全职辅导老师,深圳市童心爱文化传播有限责任公司,8000.0
全职作业辅导老师,深圳市童心爱文化传播有限责任公司,8000.0
高薪招聘数学教师,深圳市童心爱文化传播有限责任公司,8000.0
小学初中英语老师,深圳市童心爱文化传播有限责任公司,8000.0
全职辅导老师,公司名,0
行政文员,深圳市童心爱文化传播有限责任公司,8000.0
客服文员10086实习生,深圳市童心爱文化传播有限责任公司,8000.0
10086纯接听客服文员（包住）,深圳市童心爱文化传播有限责任公司,8000.0
市场拓展,深圳市童心爱文化传播有限责任公司,8000.0
咨询师,深圳市童心爱文化传播有限责任公司,8000.0
公司直招服务精英人员包吃住,深圳市童心爱文化传播有限责任公司,8000.0
年底招兵买马急急急急招销售服务精英,深圳市童心爱文化传播有限责任公司,8000.0
市场推广专员,深圳市童心爱文化传播有限责任公司,8000.0
市场专员,深圳市童心爱文化传播有限责任公司,8000.0
销售/销售代表,深圳市童心爱文化传播有限责任公司,8000.0
销售/销售代表（高薪诚聘）,深圳市童心爱文化传播有限责任公司,8000.0
文员,深圳市童心爱文化传播有限责任公司,8000.0
急聘影城营业员（深圳湾）,深圳衡鼎文化发展有限公司,4000.0
店员/营业员（福田石厦）,深圳衡鼎文化发展有限公司,3500.0
影城营业员（***）,深圳衡鼎文化发展有限公司,3000.0
影院放映员(石厦),深圳衡鼎文化发展有限公司,3500.0
商旅操作OP,深圳衡鼎文化发展有限公司,3500.0
客服跟单,深圳衡鼎文化发展有限公司,3000.0
亚马逊外语实习生毕业生,深圳衡鼎文化发展有限公司,3000.0
亚马逊外贸外语销售业务员,深圳衡鼎文化发展有限公司,3000.0
